sentence1,sentence2,label
 You have right to ask neighbors not to disturb your peace and quiet.,You work the night shift and sleep during the day.,1
 You have right to ask neighbors not to disturb your peace and quiet.,They are in serious need of help.,0
 You have right to ask neighbors not to disturb your peace and quiet.,They keep ringing your doorbell for no reason.,1
 You should be supportive of your parent's partners.,They are dating someone much younger than them.,0
 You should be supportive of your parent's partners.,They are dating your doctor.,1
 You should be supportive of your parent's partners.,They are not supportive of you.,0
 You should be supportive of your parent's partners.,They are supportive of you.,1
 You should be supportive of your parent's partners.,They are abusing or taking a financial advantage of them.,0
 You should be supportive of your parent's partners.,They make your parent happy and are good to them.,1
 You should be supportive of your parent's partners.,Those partners encourage your parent to send you away to military school.,0
 You should be supportive of your parent's partners.,Those partners treat you like your own child.,1
 You should be supportive of your parent's partners.,They have tried to turn your parents against you.,0
 You should be supportive of your parent's partners.,The partners have told you how much they appreciate all that your parents do.,1
 You shouldn't rush your co-workers.,Unless a deadline is fast approaching.,0
 You shouldn't rush your co-workers.,Especially if you want quality work.,1
 You shouldn't rush your co-workers.,There is a long line at the register and your co-worker is being slow about checking people out.,0
 You shouldn't rush your co-workers.,They are handing a dangerous job.,1
 You shouldn't rush your co-workers.,the situation is urgent.,0
 You shouldn't rush your co-workers.,you don't want your coworkers to rush you.,1
 You shouldn't rush your co-workers.,deadlines are fast approaching.,0
 You shouldn't rush your co-workers.,they need time to do their work correctly.,1
 You shouldn't rush your co-workers.,You're running out of time to finish working.,0
 You shouldn't rush your co-workers.,You've got plenty of time to work.,1
 A high thermostat setting uses a lot of energy.,It is the same temperature outside.,0
 A high thermostat setting uses a lot of energy.,It is below 0 degrees outside.,1
 A high thermostat setting uses a lot of energy.,Your heating system is based on solar power.,0
 A high thermostat setting uses a lot of energy.,Your furnace is old and needs updating.,1
 A high thermostat setting uses a lot of energy.,You are running the air conditioner.,0
 A high thermostat setting uses a lot of energy.,The setting is very high.,1
 A high thermostat setting uses a lot of energy.,The thermostat is broken and won't connect to the heating system.,0
 A high thermostat setting uses a lot of energy.,It is very cold outside.,1
 A high thermostat setting uses a lot of energy.,it runs on batteries.,0
 A high thermostat setting uses a lot of energy.,it has its own dedicated electrical circuit.,1
 Some people are never worth trying to help.,they are actively trying to live a good life.,0
 Some people are never worth trying to help.,they are serial killers who don't want to stop.,1
 Some people are never worth trying to help.,The person has never improved their behavior,1
 Some people are never worth trying to help.,they have specifically demanded no help.,1
 Some people are never worth trying to help.,You know that they're just in a bad place right now.,0
 Some people are never worth trying to help.,They never try to help themselves.,1
 Some people are never worth trying to help.,They have rejected all help out of pride,1
 You should respect people's personal choices.,Their personal choices involve you in ways you don't want to be involved.,0
 You should respect people's personal choices.,They are your family or friends.,1
 You should respect people's personal choices.,They are inmates in prison.,0
 You should respect people's personal choices.,You are at a voting booth.,1
 You should respect people's personal choices.,They ask you for your opinion.,0
 You should respect people's personal choices.,You are close friends with them and want to build a stronger bond.,1
 You should respect people's personal choices.,Those personal choices victimize innocent others.,0
 You should respect people's personal choices.,It has to do with their own body and not yours.,1
 You should respect people's personal choices.,The choices are harmful to others.,0
 You should respect people's personal choices.,You barely know them.,1
 IT is right to replace anything you break or take from omeone.,You broke something valuable,1
 IT is right to replace anything you break or take from omeone.,That person is dead and it's an inheritance sale.,0
 IT is right to replace anything you break or take from omeone.,You are rich and have the money to spend.,1
 IT is right to replace anything you break or take from omeone.,You drop a carton of eggs at the grocery store and they tell you not to worry about it.,0
 IT is right to replace anything you break or take from omeone.,You broke the item due to your own negligence.,1
 IT is right to replace anything you break or take from omeone.,You're removing forbidden drugs from family members.,0
 IT is right to replace anything you break or take from omeone.,You've broken something on accident that was important to them.,1
 IT is right to replace anything you break or take from omeone.,The thing you broke was hand made.,0
 IT is right to replace anything you break or take from omeone.,The thing you broke was mass produced.,1
 You should apologize when you've done something bad.,It was revenge for someone shooting your son.,0
 You should apologize when you've done something bad.,It put an innocent person in the hospital.,1
 You should apologize when you've done something bad.,Unless you did it to save someone from harm.,0
 You should apologize when you've done something bad.,Especially if it hurt someone.,1
 You should apologize when you've done something bad.,Your mistake cost the company a lot of clients,1
 You should apologize when you've done something bad.,You aren't sorry that you tripped the person who just mugged a woman.,0
 You should apologize when you've done something bad.,You feel horrible about being caught talking about someone behind their back.,1
 You should apologize when you've done something bad.,You didn't hurt anyone but yourself.,0
 You should apologize when you've done something bad.,You hurt other people.,1
 It's okay to thing people should of done things differently than they did.,they were victimized and hurt in the process.,0
 It's okay to thing people should of done things differently than they did.,they learned from the lesson.,1
 It's okay to thing people should of done things differently than they did.,What they did was morally wrong.,1
 It's okay to thing people should of done things differently than they did.,The alternative thing can get someone hurt.,0
 It's okay to thing people should of done things differently than they did.,Most people agree with your decision.,1
 It's okay to thing people should of done things differently than they did.,People are winning.,0
 It's okay to thing people should of done things differently than they did.,People are losing.,1
 It is unacceptable to steal.,Your baby needs formula.,0
 It is unacceptable to steal.,You own three properties.,1
 It is unacceptable to steal.,You need food to survive.,0
 It is unacceptable to steal.,You're stealing medications from the elderly.,1
 It is unacceptable to steal.,your family is starving and it is the only way to feed them.,0
 It is unacceptable to steal.,if you are just doing if for fun and can pay for the items.,1
 It is unacceptable to steal.,You are starving,0
 It is unacceptable to steal.,You did it with a gun,1
 It is unacceptable to steal.,You are dirt poor and starving or someone's life is on the line for what you need.,0
 It is unacceptable to steal.,"You can  find alternative, legit means to obtain what you  need or get a job.",1
 One should respect their family.,Their family have harmed them a lot.,0
 One should respect their family.,Their family are upstanding kind people.,1
 One should respect their family.,their family has disowned them.,0
 One should respect their family.,they want to remain close.,1
 One should respect their family.,The family stole money from your savings.,0
 One should respect their family.,The parents are very loving and supportive.,1
 One should respect their family.,Their family are criminals that don't care for you.,0
 One should respect their family.,If they have always been there for you.,1
 One should respect their family.,Their family is manipulative and abusive.,0
 One should respect their family.,They are loving and supportive.,1
 It is okay to want new furniture instead of used.,The used furniture is in great condition.,0
 It is okay to want new furniture instead of used.,You have allergies and the used was owned by smokers.,1
 It is okay to want new furniture instead of used.,You're trying to have a vintage theme.,0
 It is okay to want new furniture instead of used.,You're trying to have a modern theme.,1
 It is okay to want new furniture instead of used.,You can't afford new furniture.,0
 It is okay to want new furniture instead of used.,You have the money for new furniture.,1
 It is okay to want new furniture instead of used.,Your used furniture is still good looking,0
 It is okay to want new furniture instead of used.,You can afford the new stuff,1
 It is okay to want new furniture instead of used.,you don't have a lot of money.,0
 It is okay to want new furniture instead of used.,you want a specific style.,1
 It's normal to not want someone you're in a relationship to go places with a stranger.,They regularly meet up with clients for work.,0
 It's normal to not want someone you're in a relationship to go places with a stranger.,They have a history of cheating.,1
 It's normal to not want someone you're in a relationship to go places with a stranger.,"it is a stranger to you, but a close friend of theirs.",0
 It's normal to not want someone you're in a relationship to go places with a stranger.,it is someone they met online in a chat room.,1
 It's normal to not want someone you're in a relationship to go places with a stranger.,They have to do it for their work.,0
 It's normal to not want someone you're in a relationship to go places with a stranger.,The stranger is in love with them.,1
 It's normal to not want someone you're in a relationship to go places with a stranger.,They're going to a job interview.,0
 It's normal to not want someone you're in a relationship to go places with a stranger.,It's an unsafe situation.,1
 It's normal to not want someone you're in a relationship to go places with a stranger.,The stranger is a doctor who will help them.,0
 It's normal to not want someone you're in a relationship to go places with a stranger.,The stranger is a convicted sex offender.,1
 You should mind your own business when it comes to your coworkers.,someone is in harm's way.,0
 You should mind your own business when it comes to your coworkers.,you want them to stay out of their business.,1
 You should mind your own business when it comes to your coworkers.,Your coworker is seriously injured and needs help.,0
 You should mind your own business when it comes to your coworkers.,Your coworker is talking about their sex life.,1
 You should mind your own business when it comes to your coworkers.,their behavior directly affects your workplace position,0
 You should mind your own business when it comes to your coworkers.,the workplace is a close and intimate environment,1
 You should mind your own business when it comes to your coworkers.,A coworker is stealing from the company.,0
 You should mind your own business when it comes to your coworkers.,You don't know your coworkers that well.,1
 You should mind your own business when it comes to your coworkers.,they come to you for advice.,0
 You should mind your own business when it comes to your coworkers.,they don't ask for your input.,1
 It's okay to live with your family.,there is not enough room to be,0
 It's okay to live with your family.,they have plenty of room to spare,1
 It's okay to live with your family.,You are capable of moving out,0
 It's okay to live with your family.,You are underage and still in school,1
 It's okay to live with your family.,You abuse your family.,0
 It's okay to live with your family.,You provide for your family.,1
 It's okay to live with your family.,You are 47.,0
 It's okay to live with your family.,You are 5.,1
 It's okay to live with your family.,You an adult freeloader who doesn't pay rent or help with chores.,0
 It's okay to live with your family.,You are saving up for a down payment for a house.,1
 It is good to make time for your grandparents.,They live on another continent.,0
 It is good to make time for your grandparents.,They live next door to you.,1
 It is good to make time for your grandparents.,You love too far away from your grandparents.,0
 It is good to make time for your grandparents.,Your grandparents helped raise you and are very supportive.,1
 It is good to make time for your grandparents.,they live in another country.,0
 It is good to make time for your grandparents.,they live in the same town.,1
 It is good to make time for your grandparents.,Your grandparents are toxic.,0
 It is good to make time for your grandparents.,They are old and going to die soon.,1
 It is good to make time for your grandparents.,Your grandparents are racist and unkind.,0
 It is good to make time for your grandparents.,Your grandparents live nearby.,1
 It is ok for parents not to breast feed their babies if they give them formula.,the baby is allergic to all formula.,0
 It is ok for parents not to breast feed their babies if they give them formula.,they choose not to.,1
 It is ok for parents not to breast feed their babies if they give them formula.,They don't feed them enough formula.,0
 It is ok for parents not to breast feed their babies if they give them formula.,The mother has to take certain medications that pass into breast milk and would be unsafe for the baby.,1
 It is ok for parents not to breast feed their babies if they give them formula.,everyone around the parents have made it clear that they should breast feed the child and they agree to do so,0
 It is ok for parents not to breast feed their babies if they give them formula.,there are medical reasons why the person cannot breast feed their child,1
 It is ok for parents not to breast feed their babies if they give them formula.,The doctor recommends breast feeding.,0
 It is ok for parents not to breast feed their babies if they give them formula.,The mother is sick.,1
 It is ok for parents not to breast feed their babies if they give them formula.,the baby has an immune issue where they need breast milk.,0
 It is ok for parents not to breast feed their babies if they give them formula.,the mother is a drug addict.,1
 It's good to adopt a cat so they can have a loving home.,You can't afford vet appointments.,0
 It's good to adopt a cat so they can have a loving home.,They have been at the shelter for a long time.,1
 It's good to adopt a cat so they can have a loving home.,you are deathly allergic to cats.,0
 It's good to adopt a cat so they can have a loving home.,they are about to be euthanized.,1
 It's good to adopt a cat so they can have a loving home.,You are violently allergic to cats.,0
 It's good to adopt a cat so they can have a loving home.,You have space and love in your hearts for cats.,1
 It's good to adopt a cat so they can have a loving home.,they have rabies.,0
 It's good to adopt a cat so they can have a loving home.,they are loving and kind.,1
 It's good to adopt a cat so they can have a loving home.,You are highly allergic to cats.,0
 It's good to adopt a cat so they can have a loving home.,They were going to be put down.,1
 It's disruptive to call someone out in a movie theater.,They are talking loudly and you ask them to be quiet.,0
 It's disruptive to call someone out in a movie theater.,You are getting in a loud fight over personal issues.,1
 It's disruptive to call someone out in a movie theater.,They are being loud,0
 It's disruptive to call someone out in a movie theater.,The movie is starting to play,1
 It's disruptive to call someone out in a movie theater.,they are already being disruptive.,0
 It's disruptive to call someone out in a movie theater.,they are ruin the movie for everyone.,1
 It's disruptive to call someone out in a movie theater.,The person is loudly talking so that no one else can hear the movie.,0
 It's disruptive to call someone out in a movie theater.,You are able to alert an usher instead.,1
 It's disruptive to call someone out in a movie theater.,the movie hasn't started yet.,0
 It's disruptive to call someone out in a movie theater.,the theater is quiet.,1
 It's normal to want to argue with someone who angers you.,The person is your child.,0
 It's normal to want to argue with someone who angers you.,They are wrong.,1
 It's normal to want to argue with someone who angers you.,They are someone you will never see again.,0
 It's normal to want to argue with someone who angers you.,They anger you more than once.,1
 It's normal to want to argue with someone who angers you.,You want to keep the peace.,0
 It's normal to want to argue with someone who angers you.,They are being unfair.,1
 It's normal to want to argue with someone who angers you.,That person is wielding a gun.,0
 It's normal to want to argue with someone who angers you.,They go against your morals.,1
 It's normal to want to argue with someone who angers you.,They prove a good point although it upsets you.,0
 It's normal to want to argue with someone who angers you.,You feel their point of view is morally wrong.,1
 You should be confident in your romantic pursuits.,You are a very shy and introverted person.,0
 You should be confident in your romantic pursuits.,You want to appear stable to your date.,1
 You should be confident in your romantic pursuits.,The person you are pursuing has turned you down in the past.,0
 You should be confident in your romantic pursuits.,The person you are pursuing has shown interest in you.,1
 You should be confident in your romantic pursuits.,You are ugly.,0
 You should be confident in your romantic pursuits.,You are handsome.,1
 You should be confident in your romantic pursuits.,Your confidence comes off as conceit.,0
 You should be confident in your romantic pursuits.,You want to attract confident partners.,1
 You should be confident in your romantic pursuits.,You want to pursue a coworker.,1
 It's good to help a family member out by watching their child.,Unless they take advantage of you.,0
 It's good to help a family member out by watching their child.,An emergency arises.,1
 It's good to help a family member out by watching their child.,you are younger than the child.,0
 It's good to help a family member out by watching their child.,you're a babysitter and have a license.,1
 It's good to help a family member out by watching their child.,Their child is sick and you have a reduced immune system response.,0
 It's good to help a family member out by watching their child.,You might need a favor from them someday.,1
 It's good to help a family member out by watching their child.,The family member is your spouse.,0
 It's good to help a family member out by watching their child.,The family member doesn't have a spouse.,1
 It's good to help a family member out by watching their child.,You don't know how to care for a child.,0
 It's good to help a family member out by watching their child.,They watch your child often.,1
 It is hurtful to leave a family member out of a family event,They have done something that hurt the whole family.,0
 It is hurtful to leave a family member out of a family event,They have been longing to attend for many years.,1
 It is hurtful to leave a family member out of a family event,They are abusive to your other family members.,0
 It is hurtful to leave a family member out of a family event,They are bringing gifts to the event for everyone.,1
 It is hurtful to leave a family member out of a family event,They don't want to be with their family members.,0
 It is hurtful to leave a family member out of a family event,They specifically asked to attend.,1
 It is hurtful to leave a family member out of a family event,they are in prison or rehab and cannot leave.,0
 It is hurtful to leave a family member out of a family event,they are close to the person who is being celebrated.,1
 It is hurtful to leave a family member out of a family event,"The last time they were invited, they got arrested for hitting your grandmother.",0
 It is hurtful to leave a family member out of a family event,The family only gets together once every twenty years.,1
 It's expected that children honor and respect their parents.,The children have parents who are absent or abusive.,0
 It's expected that children honor and respect their parents.,The child has parents who are kind and loving.,1
 It's expected that children honor and respect their parents.,Their parents are mean to them and do not respect them.,0
 It's expected that children honor and respect their parents.,They are from a culture that places emphasis on such things.,1
 It's expected that children honor and respect their parents.,Their parents have been mean and are not in their life.,0
 It's expected that children honor and respect their parents.,They have been raised in household with parents who have served.,1
 It's expected that children honor and respect their parents.,The parents disowned the children,0
 It's expected that children honor and respect their parents.,The children live with their parents,1
 It's expected that children honor and respect their parents.,"Some parents are abusive, and should be reported to the child welfare bureau.",0
 It's expected that children honor and respect their parents.,Some parents are dedicated to assuring the best for their families regardless of financial circumstances.,1
 It is expected that not all people will be happy with a courthouse wedding.,The couple couldn't afford much more.,0
 It is expected that not all people will be happy with a courthouse wedding.,It was an unplanned wedding in Vegas.,1
 It is expected that not all people will be happy with a courthouse wedding.,That is the only option available.,0
 It is expected that not all people will be happy with a courthouse wedding.,They have dreamed of a traditional wedding since childhood.,1
 It is expected that not all people will be happy with a courthouse wedding.,The people are poor.,0
 It is expected that not all people will be happy with a courthouse wedding.,The people had high expectations for their ceremony.,1
 It is expected that not all people will be happy with a courthouse wedding.,they are strapped for cash.,0
 It is expected that not all people will be happy with a courthouse wedding.,it is a shotgun wedding.,1
 It is expected that not all people will be happy with a courthouse wedding.,The parents are very traditional,1
 You shouldn't get into a rebound relationship.,You are confident of your feelings,0
 You shouldn't get into a rebound relationship.,You still have a yen for your ex.,1
 You shouldn't get into a rebound relationship.,You just had a really terrible breakup,0
 You shouldn't get into a rebound relationship.,You are still friends with your ex,1
 You shouldn't get into a rebound relationship.,You realize it was the right person for you.,0
 You shouldn't get into a rebound relationship.,The person is in another relationship.,1
 You shouldn't get into a rebound relationship.,It's with the same person you just left.,0
 You shouldn't get into a rebound relationship.,You correlate loneliness with failure.,1
 You shouldn't get into a rebound relationship.,You think it could it could become more.,0
 You shouldn't get into a rebound relationship.,You are struggling to come to terms with your feelings.,1
 It's expected that you tell your significant other why you are breaking up with them.,You are in danger from them.,0
 It's expected that you tell your significant other why you are breaking up with them.,You have been dating a long time.,1
 It's expected that you tell your significant other why you are breaking up with them.,you do not have a good reason,0
 It's expected that you tell your significant other why you are breaking up with them.,you have been together a long time,1
 It's expected that you tell your significant other why you are breaking up with them.,You break up with them when you catch them in bed with someone else.,0
 It's expected that you tell your significant other why you are breaking up with them.,It is nothing they have done it is your own growth or unhappiness that causes it.,1
 It's expected that you tell your significant other why you are breaking up with them.,"It's obvious, because you caught them cheating on you.",0
 It's expected that you tell your significant other why you are breaking up with them.,They thought things were going great.,1
 It's expected that you tell your significant other why you are breaking up with them.,They gained several hundred pounds and you do not want to hurt their feelings.,0
 It's expected that you tell your significant other why you are breaking up with them.,They asked for advice on their future relationships.,1
 It's good to try to fix your sex life if you have problems.,You are medically unable to have sex.,0
 It's good to try to fix your sex life if you have problems.,You've become bored with sex.,1
 It's good to try to fix your sex life if you have problems.,You are too uncomfortable to tell your husband that he's not doing it right.,0
 It's good to try to fix your sex life if you have problems.,you want to continue to have a solid relationship built on trust.,1
 It's good to try to fix your sex life if you have problems.,there's nothing you can do to help it.,0
 It's good to try to fix your sex life if you have problems.,it would pleasure your partner.,1
 It's good to try to fix your sex life if you have problems.,you really don't care about sex at all.,0
 It's good to try to fix your sex life if you have problems.,you want to have a fulfilling relationship with your partner.,1
 It's good to try to fix your sex life if you have problems.,You have permanent medical problems.,0
 It's good to try to fix your sex life if you have problems.,Your spouse still desires you and it is your anniversary.,1
 It's rude to miss a family funeral.,You are in a different state and your flight was canceled due to the weather.,0
 It's rude to miss a family funeral.,The family member viewed you as their favorite.,1
 It's rude to miss a family funeral.,You were stuck in the hospital.,0
 It's rude to miss a family funeral.,You were very close to them.,1
 It's rude to miss a family funeral.,You are in the hospital.,0
 It's rude to miss a family funeral.,You are giving the eulogy.,1
 It's rude to miss a family funeral.,You are very ill and must stay in bed.,0
 It's rude to miss a family funeral.,You were very close to the person who died.,1
 It's rude to miss a family funeral.,You're very ill and in a hospital bed unable to attend and you gave notice.,0
 It's rude to miss a family funeral.,You were very close to the person and family expects you to be there.,1
 It's OK to stick up for yourself if you're getting bullied.,You're trying to teach others to turn the other cheek.,0
 It's OK to stick up for yourself if you're getting bullied.,You need to defend yourself from being hurt.,1
 It's OK to stick up for yourself if you're getting bullied.,You are being assaulted.,1
 It's OK to stick up for yourself if you're getting bullied.,The bully is a psychopath and has weapons and it may make things worse.,0
 It's OK to stick up for yourself if you're getting bullied.,You want the bully to stop picking on you long term.,1
 It's OK to stick up for yourself if you're getting bullied.,The bully will beat you up for it.,0
 It's OK to stick up for yourself if you're getting bullied.,Standing up to bullies will make them stop.,1
 It's OK to stick up for yourself if you're getting bullied.,You see others also getting bullied and you can help them by sticking up for yourself.,1
 It is ok to ask someone for a favor.,You're taking an exam in class.,0
 It is ok to ask someone for a favor.,You need advice on some homework.,1
 It is ok to ask someone for a favor.,The person has asked you to leave them alone.,0
 It is ok to ask someone for a favor.,The person is a close friend.,1
 It is ok to ask someone for a favor.,You know they cannot fulfill it.,0
 It is ok to ask someone for a favor.,You have done favors for them in the past.,1
 It is ok to ask someone for a favor.,They are clearly busy.,0
 It is ok to ask someone for a favor.,You really need help right then.,1
 It is ok to ask someone for a favor.,You are annoying them,0
 It is ok to ask someone for a favor.,You have done favors for them before,1
 People need to learn how to follow the established procedures of a game to be included.,They are toddlers and it is a game for youths.,0
 People need to learn how to follow the established procedures of a game to be included.,It is a big sports competition.,1
 People need to learn how to follow the established procedures of a game to be included.,they need to be taught first.,0
 People need to learn how to follow the established procedures of a game to be included.,they are truly interested in the game.,1
 People need to learn how to follow the established procedures of a game to be included.,the game doesn't have rules.,0
 People need to learn how to follow the established procedures of a game to be included.,the game is being played professionally for competition.,1
 People need to learn how to follow the established procedures of a game to be included.,They are creating their own game.,0
 People need to learn how to follow the established procedures of a game to be included.,They are joining a group already playing the game.,1
 People need to learn how to follow the established procedures of a game to be included.,You are playing Calvinball.,0
 People need to learn how to follow the established procedures of a game to be included.,You want to have people pick you to play.,1
 You should respect your parents' household.,They hoard garbage in your room.,0
 You should respect your parents' household.,They pay for rent and utilities.,1
 You should respect your parents' household.,you help pay the mortgage.,0
 You should respect your parents' household.,you cannot support yourself yet.,1
 You should respect your parents' household.,Your parents are hoarders.,0
 You should respect your parents' household.,You have strict parents.,1
 You should respect your parents' household.,they want you to conform to their racist views.,0
 You should respect your parents' household.,they show you respect.,1
 You should respect your parents' household.,You are living there.,1
 You shouldn't do things behind your friend's back.,You are trying to buy them a surprise birthday cake,0
 You shouldn't do things behind your friend's back.,You have been friends with them since childhood,1
 You shouldn't do things behind your friend's back.,You are planning a surprise birthday party for them.,0
 You shouldn't do things behind your friend's back.,You value their friendship.,1
 You shouldn't do things behind your friend's back.,You are planning a surprise party for your friend.,0
 You shouldn't do things behind your friend's back.,You are saying mean things about your friend.,1
 You shouldn't do things behind your friend's back.,You are throwing them a surprise birthday party.,0
 You shouldn't do things behind your friend's back.,They would feel betrayed to know what you are up to.,1
 You shouldn't do things behind your friend's back.,you are planning a surprise birthday party for her.,0
 You shouldn't do things behind your friend's back.,you know it will hurt her.,1
 You should be considerate to those around you.,They are being rude to your loved ones.,0
 You should be considerate to those around you.,They are people you care about.,1
 You should be considerate to those around you.,they are mean.,0
 You should be considerate to those around you.,you are in a hospital.,1
 You should be considerate to those around you.,They tried to hit you with a baseball bat.,0
 You should be considerate to those around you.,They buy you donuts all the time.,1
 You should be considerate to those around you.,THere is an emergency and you need to get everyone's attention,0
 You should be considerate to those around you.,"It is a place that is supposed to be quiet, like a library",1
 You should be considerate to those around you.,Unless you need them to move fast.,0
 You should be considerate to those around you.,Especially if they are friends of yours.,1
 It's okay to not want to keep your baby.,You leave your baby outside on its own.,0
 It's okay to not want to keep your baby.,You leave your baby with an adoption agency.,1
 It's okay to not want to keep your baby.,You cannot afford a child.,1
 It's okay to not want to keep your baby.,You plan on putting it on someone else's doorstep.,0
 It's okay to not want to keep your baby.,You are a teenager still in high school.,1
 It's okay to not want to keep your baby.,You are in high school,1
 It's okay to not want to keep your baby.,You already have children and a spouse.,0
 It's okay to not want to keep your baby.,You are very very young.,1
 It's wrong not to help out your family.,Your family doesn't treat you right.,0
 It's wrong not to help out your family.,Your family supports you.,1
 It's wrong not to help out your family.,they are just a bunch of moochers.,0
 It's wrong not to help out your family.,they are having financial troubles.,1
 It's wrong not to help out your family.,They only ever contact you when they need something.,0
 It's wrong not to help out your family.,They helped you pay rent when you lost your job.,1
 It's wrong not to help out your family.,You live in another country from your family.,0
 It's wrong not to help out your family.,You live in the same house as your family.,1
 It's wrong not to help out your family.,you are trying to teach them to be self sufficient.,0
 It's wrong not to help out your family.,you are not doing anything and just being lazy.,1
 It is important to clean up after yourself.,you have a maid to do it.,0
 It is important to clean up after yourself.,you are in a shared space.,1
 It is important to clean up after yourself.,You have hired someone else to clean,0
 It is important to clean up after yourself.,You are at a friend's house,1
 It is important to clean up after yourself.,You are in a hotel room.,0
 It is important to clean up after yourself.,You are a guest in someone's home.,1
 It is important to clean up after yourself.,you have a maid.,0
 It is important to clean up after yourself.,you want to keep bugs away.,1
 It is important to clean up after yourself.,You are a baby,0
 It is important to clean up after yourself.,You are a grown adult,1
 You shouldn't destroy someone else's property.,they've asked you to.,0
 You shouldn't destroy someone else's property.,you're their friend.,1
 You shouldn't destroy someone else's property.,You're doing it out of revenge.,1
 You shouldn't destroy someone else's property.,You are getting a dog out of a hot car.,0
 You shouldn't destroy someone else's property.,You are breaking into their house.,1
 You shouldn't destroy someone else's property.,You are a construction worker,0
 You shouldn't destroy someone else's property.,You are just mad at them,1
 You shouldn't destroy someone else's property.,you are removing their old house because they want you to build a new one.,0
 You shouldn't destroy someone else's property.,you did it without their permission.,1
 It's against the law to have sexual relations with your mother.,Your mother is adoptive and you are a legal adult.,0
 It's against the law to have sexual relations with your mother.,Your mother is a blood relative and you are a child.,1
 It's against the law to have sexual relations with your mother.,Unless you are a rabbit.,0
 It's against the law to have sexual relations with your mother.,Especially if you aren't a rabbit.,1
 It's against the law to have sexual relations with your mother.,It is your widowed stepmother and you are an adult.,0
 It's against the law to have sexual relations with your mother.,You are a minor.,1
 It's against the law to have sexual relations with your mother.,your life is in danger if you don't,0
 It's against the law to have sexual relations with your mother.,you are both against it,1
 It's okay to invite only as many people as you want to your wedding.,The person paying can't afford it.,0
 It's okay to invite only as many people as you want to your wedding.,You are paying for everything.,1
 It's okay to invite only as many people as you want to your wedding.,"You are purposely leaving someone out, like a close family member, to hurt them.",0
 It's okay to invite only as many people as you want to your wedding.,You cannot afford to invite a lot of people.,1
 It's okay to invite only as many people as you want to your wedding.,Your spouse would like to invite more people to the wedding.,0
 It's okay to invite only as many people as you want to your wedding.,You are paying for your own wedding.,1
 It's okay to invite only as many people as you want to your wedding.,You can only afford to invite a certain amount of people.,0
 It's okay to invite only as many people as you want to your wedding.,You can afford the cost for that many people.,1
 It's okay to invite only as many people as you want to your wedding.,you owe a lot of return invitations,0
 It's okay to invite only as many people as you want to your wedding.,your parents have a tight budget to host it,1
 You should be more respectful of your friends.,you want to end the relationship with them,0
 You should be more respectful of your friends.,you want to keep the relationship thriving,1
 You should be more respectful of your friends.,your friends are not respectful of you.,0
 You should be more respectful of your friends.,you wish for your friends to be respectful of you.,1
 You should be more respectful of your friends.,You don't feel like they're good friends and want to make new ones.,0
 You should be more respectful of your friends.,You want to grow your relationships and become closer over time.,1
 You should be more respectful of your friends.,Your friends are not respectful of you.,0
 You should be more respectful of your friends.,You want your friends to like you.,1
 You should be more respectful of your friends.,They demean you in front of your other friends.,0
 You should be more respectful of your friends.,They support you during hardship.,1
 It's considered healthy to not overreact to trivial upsets.,The problem is being caused by others with malicious intent.,0
 It's considered healthy to not overreact to trivial upsets.,You have high blood pressure or heart disease.,1
 It's considered healthy to not overreact to trivial upsets.,You are senstive.,0
 It's considered healthy to not overreact to trivial upsets.,You are focusing on the bigger picture.,1
 It's considered healthy to not overreact to trivial upsets.,You are in a leadership position,1
 It's considered healthy to not overreact to trivial upsets.,it is a small child and they are very tired and cranky.,0
 It's considered healthy to not overreact to trivial upsets.,it is a very unimportant detail that does not affect anything.,1
 You shouldn't move away from family members that need you.,You want to be independent.,0
 You shouldn't move away from family members that need you.,They have no one else to rely on.,1
 You shouldn't move away from family members that need you.,You have to move for business purposes.,0
 You shouldn't move away from family members that need you.,You have young children at home.,1
 You shouldn't move away from family members that need you.,you got a very good job offer,0
 You shouldn't move away from family members that need you.,you have no valid reason for leaving,1
 You shouldn't move away from family members that need you.,Those family members take advantage of you.,0
 You shouldn't move away from family members that need you.,You have the means to help them out.,1
 You shouldn't move away from family members that need you.,You have to go and get a good job or you can't help them at all.,0
 You shouldn't move away from family members that need you.,They are sick and need you to help care for them.,1
 It is expected when you make something you make enough for everyone.,Guests show up at your house at dinnertime unannounced.,0
 It is expected when you make something you make enough for everyone.,You are hosting a party.,1
 It is expected when you make something you make enough for everyone.,You dont have the money to make for others,0
 It is expected when you make something you make enough for everyone.,You want to satisfy everyone,1
 It is expected when you make something you make enough for everyone.,You are the only who likes what you're making.,0
 It is expected when you make something you make enough for everyone.,It would require little additional effort to make enough for everyone.,1
 It is expected when you make something you make enough for everyone.,you were surprised by the number of people,0
 It is expected when you make something you make enough for everyone.,you promised ahead of time you would,1
 It is expected when you make something you make enough for everyone.,Some people are allergic to the ingredients.,0
 It is expected when you make something you make enough for everyone.,It is a party.,1
 It's wrong to let someone down who could be counting on you.,you have a personal emergency.,0
 It's wrong to let someone down who could be counting on you.,they don't let you down.,1
 It's wrong to let someone down who could be counting on you.,Someone is counting on you to be the perfect child.,0
 It's wrong to let someone down who could be counting on you.,You promised to the other person.,1
 It's wrong to let someone down who could be counting on you.,Unless it's an emergency and you can't make it.,0
 It's wrong to let someone down who could be counting on you.,Especially if it's your own child.,1
